filename,width,height,class,xmin,ymin,xmax,ymax
10598-2227-19583.jpg,1280,720,bottle,457,36,789,658
10603-22748-20620.jpg,1280,720,bottle,435,5,688,543
10606-27068-8256.jpg,1280,720,chip,92,42,1104,422
10613-22180-22039.jpg,1280,720,can,279,49,575,482
10614-15878-1105.jpg,1280,720,can,525,392,813,605
10627-26901-30943.jpg,1280,720,bottle,203,165,994,604
10656-12345-12917.jpg,1280,720,chip,136,50,1005,481
10657-16671-16566.jpg,1280,720,chip,178,110,913,570
1066-31559-14951.jpg,1280,720,can,438,355,809,574
10660-26280-18789.jpg,1280,720,tray,445,182,932,498
10661-23616-11260.jpg,1280,720,chip,136,128,994,505
10661-32765-16479.jpg,1280,720,can,419,49,725,545
10666-26225-14965.jpg,1280,720,bottle,344,28,629,563
10667-26911-17208.jpg,1280,720,bottle,489,54,734,642
10668-27355-20522.jpg,1280,720,can,481,213,715,535
1067-21779-23810.jpg,1280,720,chip,364,81,859,669
10670-1369-29368.jpg,1280,720,can,477,69,832,649
10679-31711-24492.jpg,1280,720,bottle,470,93,700,640
10695-24230-2864.jpg,1280,720,can,249,256,801,615
10699-25290-11494.jpg,1280,720,chip,255,198,880,720
10709-18335-24110.jpg,1280,720,bottle,555,54,816,629
10731-14430-9219.jpg,1280,720,tray,419,398,1050,719
10732-16730-20804.jpg,1280,720,can,301,69,683,539
10734-31610-18615.jpg,1280,720,bottle,396,17,651,538
10739-9256-14830.jpg,1280,720,bottle,234,220,984,471
10754-24344-23736.jpg,1280,720,chip,281,111,882,598
10754-31000-5220.jpg,1280,720,chip,373,49,960,568
10756-3018-8435.jpg,1280,720,can,255,292,966,689
10758-20079-13942.jpg,1280,720,can,325,206,816,639
1076-5865-32609.jpg,1280,720,can,302,60,774,541
10768-25026-15947.jpg,1280,720,can,123,292,769,704
10771-8598-9446.jpg,1280,720,can,388,255,955,609
10773-21977-27635.jpg,1280,720,chip,167,23,881,639
10779-2759-7816.jpg,1280,720,bottle,453,58,655,601
10781-24521-18463.jpg,1280,720,can,270,161,924,537
10785-22081-12439.jpg,1280,720,chip,223,33,936,632
10786-15449-20028.jpg,1280,720,chip,271,191,862,706
10793-26694-12035.jpg,1280,720,tray,242,43,852,437
10793-4226-30396.jpg,1280,720,chip,69,131,993,536
10795-22546-506.jpg,1280,720,tray,371,121,1071,614
10796-1128-14492.jpg,1280,720,bottle,411,1,782,614
10801-18934-24588.jpg,1280,720,chip,301,22,1008,632
10803-19948-24420.jpg,1280,720,bottle,378,96,610,610
10803-21462-8199.jpg,1280,720,bottle,122,202,1017,521
1081-30765-4616.jpg,1280,720,can,455,155,819,650
10811-16897-2168.jpg,1280,720,tray,393,225,842,699
10818-1482-29656.jpg,1280,720,tray,467,63,1010,558
10821-15689-26819.jpg,1280,720,chip,189,28,1029,528
10821-21720-21717.jpg,1280,720,bottle,126,139,1054,477
10832-11786-14718.jpg,1280,720,chip,335,91,823,630
10843-2663-7117.jpg,1280,720,bottle,483,46,694,610
1085-8174-17331.jpg,1280,720,can,312,295,974,683
10859-2371-5005.jpg,1280,720,chip,66,112,1122,494
10874-16118-11950.jpg,1280,720,bottle,275,28,542,667
10879-2554-22846.jpg,1280,720,chip,365,33,901,657
1088-9703-2844.jpg,1280,720,can,202,302,933,686
1089-21580-18665.jpg,1280,720,tray,314,74,971,479
10898-25953-11997.jpg,1280,720,can,514,66,954,408
10904-11630-6906.jpg,1280,720,tray,445,96,953,531
10907-27530-23929.jpg,1280,720,can,305,252,861,642
10907-7845-22917.jpg,1280,720,can,266,92,557,641
10910-11273-1221.jpg,1280,720,can,208,23,1011,518
10918-3507-15024.jpg,1280,720,chip,228,59,918,653
10924-20179-6253.jpg,1280,720,chip,290,77,871,690
10925-31739-28054.jpg,1280,720,bottle,497,62,750,672
10927-31255-7592.jpg,1280,720,can,392,66,858,551
10928-25904-32276.jpg,1280,720,can,436,45,944,557
10936-27937-2821.jpg,1280,720,tray,190,184,812,595
10937-14909-14084.jpg,1280,720,bottle,327,218,615,528
10941-734-26460.jpg,1280,720,chip,221,115,932,487
10946-18705-29645.jpg,1280,720,bottle,173,124,1054,499
10949-30798-13336.jpg,1280,720,chip,100,77,677,629
1096-18803-25150.jpg,1280,720,chip,340,91,907,702
10963-28529-11062.jpg,1280,720,chip,135,30,952,481
10967-5468-14126.jpg,1280,720,bottle,404,80,671,720
10971-1593-12096.jpg,1280,720,can,375,123,808,545
10971-414-31313.jpg,1280,720,chip,295,71,837,606
10975-13115-12796.jpg,1280,720,can,248,69,540,585
10980-18137-31694.jpg,1280,720,chip,227,19,1105,692
10983-9774-885.jpg,1280,720,tray,394,69,936,359
10985-25853-3155.jpg,1280,720,can,220,172,753,586
10988-30875-32661.jpg,1280,720,chip,258,237,1044,600
1099-24931-30326.jpg,1280,720,chip,207,129,1121,505
11003-23444-9005.jpg,1280,720,bottle,130,227,1001,537
11009-16794-517.jpg,1280,720,chip,354,42,899,671
11012-3511-22811.jpg,1280,720,bottle,434,133,666,657
11021-20402-24839.jpg,1280,720,chip,214,22,922,610
11021-2186-10945.jpg,1280,720,can,516,39,816,585
11022-13096-15689.jpg,1280,720,chip,254,165,923,636
11046-26977-31179.jpg,1280,720,bottle,160,101,1135,439
1105-10428-31942.jpg,1280,720,bottle,388,98,826,702
11056-18709-17519.jpg,1280,720,can,302,276,763,626
1106-24152-21812.jpg,1280,720,bottle,150,169,1014,602
11062-19978-29426.jpg,1280,720,bottle,555,1,809,654
11065-15675-22310.jpg,1280,720,chip,340,40,1125,573
11079-7264-2072.jpg,1280,720,bottle,278,45,632,608
11081-31395-12599.jpg,1280,720,bottle,297,68,978,442
11089-31345-29686.jpg,1280,720,can,591,125,877,586
11092-29119-10044.jpg,1280,720,can,358,57,730,681
11098-23287-22452.jpg,1280,720,chip,336,2,798,548
11105-5392-3664.jpg,1280,720,can,328,342,947,683
11107-19031-7011.jpg,1280,720,chip,360,95,845,565
11113-13330-6694.jpg,1280,720,chip,197,96,923,503
11120-27711-17997.jpg,1280,720,chip,199,48,1061,416
11120-7109-3293.jpg,1280,720,bottle,559,126,772,641
11121-16718-6102.jpg,1280,720,chip,283,85,1106,669
11128-18694-19206.jpg,1280,720,chip,290,56,898,516
1113-20234-16608.jpg,1280,720,chip,138,5,797,531
11144-206-12763.jpg,1280,720,bottle,437,4,764,581
11147-10062-22686.jpg,1280,720,tray,385,190,1032,479
11157-27505-12256.jpg,1280,720,can,189,170,760,696
11165-10249-29116.jpg,1280,720,chip,207,110,1039,533
11168-7677-7001.jpg,1280,720,chip,254,112,845,630
11175-11213-15243.jpg,1280,720,tray,179,6,1166,465
11178-9105-20120.jpg,1280,720,bottle,451,15,666,621
11186-3638-31393.jpg,1280,720,chip,202,33,871,569
11189-32750-12519.jpg,1280,720,bottle,284,88,561,720
11191-28370-16240.jpg,1280,720,can,392,166,728,396
11203-7015-29119.jpg,1280,720,chip,298,24,870,562
11208-29473-22246.jpg,1280,720,can,449,50,810,686
11215-16949-16565.jpg,1280,720,tray,549,173,1121,681
1122-31893-2889.jpg,1280,720,bottle,281,126,931,491
11224-32048-5936.jpg,1280,720,bottle,106,65,863,402
11224-4112-31119.jpg,1280,720,chip,315,188,977,585
11225-18036-11261.jpg,1280,720,chip,126,67,1089,470
11226-9106-11358.jpg,1280,720,tray,317,79,1160,571
11227-31457-30062.jpg,1280,720,can,402,21,774,669
11240-9080-4349.jpg,1280,720,chip,306,20,936,610
11252-31109-794.jpg,1280,720,can,369,36,716,647
11254-18500-23736.jpg,1280,720,bottle,207,129,1158,444
11262-3849-32608.jpg,1280,720,tray,305,258,910,692
11284-12784-1685.jpg,1280,720,chip,281,108,952,552
11291-5992-23926.jpg,1280,720,can,423,145,972,489
11291-718-7568.jpg,1280,720,can,520,103,748,482
11297-9549-13056.jpg,1280,720,bottle,306,39,543,528
1131-30942-18627.jpg,1280,720,bottle,324,148,1009,579
11323-11037-31942.jpg,1280,720,tray,224,156,766,505
11334-1961-957.jpg,1280,720,chip,380,75,817,481
11339-26589-327.jpg,1280,720,chip,257,1,845,435
11343-24496-27567.jpg,1280,720,can,483,43,895,650
11344-28892-17535.jpg,1280,720,can,204,86,781,555
11345-24189-22417.jpg,1280,720,chip,87,111,787,682
11355-3482-26102.jpg,1280,720,tray,368,216,735,490
1136-23801-30209.jpg,1280,720,chip,162,14,978,571
11382-30449-15998.jpg,1280,720,bottle,669,43,887,578
11387-20207-13511.jpg,1280,720,bottle,417,40,676,693
1139-4990-8923.jpg,1280,720,can,369,105,640,614
11393-11275-3805.jpg,1280,720,can,523,393,889,688
11402-27729-30085.jpg,1280,720,can,403,50,749,694
11406-17693-19182.jpg,1280,720,can,335,274,610,687
11424-2220-276.jpg,1280,720,chip,261,45,889,484
11428-13590-8091.jpg,1280,720,can,495,187,830,553
11434-32415-27378.jpg,1280,720,chip,329,4,767,445
11435-2384-4689.jpg,1280,720,chip,287,39,988,622
11438-5091-32428.jpg,1280,720,tray,455,69,1002,583
11448-21741-31575.jpg,1280,720,tray,272,76,1054,472
11449-18347-21192.jpg,1280,720,bottle,413,128,624,581
11451-17351-25211.jpg,1280,720,chip,322,49,933,609
11460-29140-17421.jpg,1280,720,bottle,178,14,848,473
11462-11006-24209.jpg,1280,720,chip,370,48,739,517
11463-19299-22761.jpg,1280,720,chip,197,77,1263,387
11467-8634-30616.jpg,1280,720,can,488,228,695,614
11474-29889-7949.jpg,1280,720,chip,345,80,863,688
11480-27752-17901.jpg,1280,720,tray,216,65,688,513
11484-23773-22348.jpg,1280,720,chip,367,75,846,583
11489-22814-8989.jpg,1280,720,chip,162,44,869,702
11497-26109-20420.jpg,1280,720,can,350,176,576,444
11499-8990-29602.jpg,1280,720,can,534,247,798,611
11502-6172-30579.jpg,1280,720,chip,312,124,819,693
11504-24740-31135.jpg,1280,720,chip,259,13,880,591
11506-7169-24942.jpg,1280,720,bottle,509,14,757,619
11508-6459-18479.jpg,1280,720,bottle,172,197,932,635
11524-13759-31127.jpg,1280,720,chip,199,133,988,644
11527-2654-15624.jpg,1280,720,can,457,395,853,702
11529-30021-18200.jpg,1280,720,chip,188,20,761,589
11543-2773-18254.jpg,1280,720,can,307,253,916,604
1155-32674-2283.jpg,1280,720,bottle,335,41,564,541
11562-11286-22395.jpg,1280,720,chip,116,170,1004,536
11563-21360-3335.jpg,1280,720,can,593,133,849,514
11567-25479-6769.jpg,1280,720,bottle,187,156,986,512
11568-5718-30709.jpg,1280,720,chip,156,27,983,422
11569-10327-29220.jpg,1280,720,can,301,5,645,638
11570-30537-7344.jpg,1280,720,bottle,363,3,619,679
11571-20363-16345.jpg,1280,720,chip,336,39,885,684
11574-14737-14267.jpg,1280,720,tray,169,10,783,522
11575-16793-28900.jpg,1280,720,can,352,60,660,249
11576-27407-1858.jpg,1280,720,tray,194,51,890,473
1159-32596-26063.jpg,1280,720,chip,252,105,962,491
11592-13083-18700.jpg,1280,720,bottle,486,25,708,619
11594-20600-11084.jpg,1280,720,chip,559,131,1078,622
11600-11672-2104.jpg,1280,720,chip,201,99,1022,557
11607-30370-1488.jpg,1280,720,chip,211,78,985,608
11610-24934-31018.jpg,1280,720,tray,377,101,927,441
11610-7627-21318.jpg,1280,720,can,357,1,727,590
11619-31106-17121.jpg,1280,720,bottle,183,50,419,526
11627-28366-24881.jpg,1280,720,chip,107,87,1087,481
11628-17691-5029.jpg,1280,720,can,182,4,838,492
11630-16533-10617.jpg,1280,720,tray,302,16,858,349
11632-1500-6751.jpg,1280,720,chip,240,79,835,586
11636-3013-20148.jpg,1280,720,bottle,507,81,739,628
11640-21151-23078.jpg,1280,720,chip,212,49,1008,651
11640-32443-9409.jpg,1280,720,can,408,235,953,605
11655-20459-18263.jpg,1280,720,tray,130,241,985,563
1166-16451-25975.jpg,1280,720,bottle,447,193,705,698
11662-8284-23827.jpg,1280,720,can,436,369,831,623
11679-9997-10146.jpg,1280,720,bottle,182,110,1098,550
11693-4565-27591.jpg,1280,720,can,422,130,942,576
11693-831-7416.jpg,1280,720,bottle,102,63,1198,423
11711-17053-13974.jpg,1280,720,bottle,263,116,1083,530
11712-26524-3332.jpg,1280,720,bottle,487,40,728,632
11718-9193-27663.jpg,1280,720,chip,283,103,1060,467
11724-7797-27948.jpg,1280,720,tray,173,236,759,680
11734-25678-7967.jpg,1280,720,can,333,124,727,661
11738-7182-4836.jpg,1280,720,bottle,454,77,909,696
11743-14733-17953.jpg,1280,720,bottle,374,259,1044,501
11744-11530-23086.jpg,1280,720,can,330,154,665,720
11744-469-31527.jpg,1280,720,chip,192,1,948,575
11756-22517-2204.jpg,1280,720,bottle,98,210,1145,630
11759-15242-3624.jpg,1280,720,chip,50,56,901,616
11760-10873-29568.jpg,1280,720,can,341,1,719,688
11760-23409-5020.jpg,1280,720,bottle,245,53,1028,549
11768-15105-31485.jpg,1280,720,chip,219,164,1071,533
11772-7311-17237.jpg,1280,720,bottle,348,122,704,564
11776-30582-8373.jpg,1280,720,chip,290,44,828,638
1178-25942-24221.jpg,1280,720,bottle,238,36,1109,552
11786-28401-16540.jpg,1280,720,chip,309,186,1110,492
11799-21247-32370.jpg,1280,720,chip,163,114,1005,589
11799-25303-10571.jpg,1280,720,tray,380,146,788,398
118-12696-18082.jpg,1280,720,bottle,302,176,1095,429
11807-29287-22855.jpg,1280,720,can,266,90,946,456
11810-5247-4615.jpg,1280,720,chip,178,12,866,618
11819-30339-17806.jpg,1280,720,can,580,194,802,586
11835-1101-25094.jpg,1280,720,tray,536,180,954,474
11836-24442-31810.jpg,1280,720,chip,307,92,1108,698
11838-15807-20318.jpg,1280,720,chip,245,108,870,679
11843-8657-32423.jpg,1280,720,bottle,484,135,805,690
11844-6773-29813.jpg,1280,720,chip,19,1,886,552
11845-13476-4004.jpg,1280,720,chip,320,82,872,632
11848-5935-12884.jpg,1280,720,chip,297,15,1062,708
11850-18472-8520.jpg,1280,720,bottle,513,93,722,647
11853-30710-4412.jpg,1280,720,bottle,139,71,837,617
11885-19569-28046.jpg,1280,720,can,383,58,726,585
11886-1782-19239.jpg,1280,720,chip,267,30,984,483
11892-10564-2619.jpg,1280,720,bottle,299,14,549,637
11915-2919-17662.jpg,1280,720,chip,301,32,923,598
11925-15574-19522.jpg,1280,720,tray,279,58,927,448
11939-20524-29127.jpg,1280,720,bottle,383,118,632,676
11942-8836-2928.jpg,1280,720,chip,319,83,874,590
11946-13775-17236.jpg,1280,720,chip,195,64,1019,502
11951-12159-6135.jpg,1280,720,bottle,68,192,1127,557
11953-3058-28508.jpg,1280,720,bottle,160,146,1081,474
11954-4206-28926.jpg,1280,720,chip,146,57,857,474
11971-28139-9226.jpg,1280,720,tray,143,94,677,562
11973-5860-17796.jpg,1280,720,bottle,575,135,869,588
11976-15782-3289.jpg,1280,720,tray,313,124,790,668
11977-22089-14342.jpg,1280,720,bottle,219,56,917,571
11988-4016-1815.jpg,1280,720,can,359,387,854,704
11989-16682-5356.jpg,1280,720,bottle,327,210,799,720
11990-14780-26538.jpg,1280,720,chip,273,7,947,630
12001-18728-5723.jpg,1280,720,chip,161,93,1033,476
12010-21280-14096.jpg,1280,720,tray,166,4,780,533
12017-6051-6929.jpg,1280,720,chip,207,85,895,514
12031-3366-25886.jpg,1280,720,tray,407,55,758,416
12031-779-60.jpg,1280,720,tray,216,86,975,577
1204-7580-6216.jpg,1280,720,tray,426,200,1055,591
1205-7010-29882.jpg,1280,720,bottle,335,131,595,562
12055-13065-25206.jpg,1280,720,bottle,395,56,646,567
12056-25714-9749.jpg,1280,720,chip,207,63,930,624
12057-2235-9765.jpg,1280,720,can,400,6,766,689
12061-7463-9639.jpg,1280,720,chip,449,48,1084,643
12068-11767-2554.jpg,1280,720,chip,219,27,820,605
12098-435-15210.jpg,1280,720,can,295,35,581,527
12108-24070-87.jpg,1280,720,can,199,316,817,655
12116-13025-5138.jpg,1280,720,chip,296,66,753,597
12118-2314-4194.jpg,1280,720,chip,186,116,984,645
12139-26531-19723.jpg,1280,720,chip,423,164,910,694
12141-10789-28048.jpg,1280,720,chip,296,68,1024,459
12141-15673-22529.jpg,1280,720,chip,249,44,761,655
12155-19538-8676.jpg,1280,720,can,142,157,442,570
12158-10553-12051.jpg,1280,720,bottle,397,31,677,707
12163-20897-21948.jpg,1280,720,can,359,206,662,504
12174-32673-7439.jpg,1280,720,can,329,217,756,614
12177-23747-32399.jpg,1280,720,chip,419,119,968,637
12179-28481-27480.jpg,1280,720,can,450,171,820,598
12184-8606-20528.jpg,1280,720,bottle,446,30,661,534
12191-20910-19633.jpg,1280,720,tray,247,71,907,639
12193-17019-13306.jpg,1280,720,chip,80,17,780,603
122-7265-21640.jpg,1280,720,can,512,224,843,610
1220-26655-15049.jpg,1280,720,bottle,297,176,578,693
12201-30116-18926.jpg,1280,720,bottle,587,81,825,660
12211-8364-23760.jpg,1280,720,chip,158,237,921,720
12219-17414-17889.jpg,1280,720,bottle,74,127,1015,450
12230-4789-7631.jpg,1280,720,bottle,507,67,764,526
12232-15383-32470.jpg,1280,720,chip,328,37,773,612
12233-17026-5499.jpg,1280,720,can,494,76,847,711
12246-1229-12922.jpg,1280,720,chip,226,79,919,641
12284-749-3165.jpg,1280,720,tray,352,91,991,535
12296-23898-6275.jpg,1280,720,tray,322,56,1053,582
12298-7334-23770.jpg,1280,720,can,170,86,702,533
12304-30761-5955.jpg,1280,720,chip,244,128,1122,520
12314-6697-13116.jpg,1280,720,tray,475,75,907,402
12321-3128-27202.jpg,1280,720,bottle,523,70,851,609
12328-13575-1360.jpg,1280,720,can,316,7,958,375
12357-28946-28590.jpg,1280,720,bottle,107,60,877,406
12359-24900-4515.jpg,1280,720,tray,315,86,838,410
12361-8576-168.jpg,1280,720,bottle,249,167,506,630
12367-873-24145.jpg,1280,720,bottle,395,106,653,689
12370-10093-536.jpg,1280,720,tray,382,214,753,483
12381-20777-29214.jpg,1280,720,bottle,358,108,608,651
12388-14236-19069.jpg,1280,720,can,431,80,772,632
12395-11457-20875.jpg,1280,720,can,236,95,620,602
12413-12324-24728.jpg,1280,720,bottle,470,147,737,648
12413-7473-25313.jpg,1280,720,can,407,163,686,552
12414-10018-21852.jpg,1280,720,chip,235,45,898,612
12414-7619-8839.jpg,1280,720,bottle,281,76,998,562
12422-32415-25575.jpg,1280,720,can,638,272,1120,720
12425-9391-7754.jpg,1280,720,tray,356,84,722,379
12429-20179-21551.jpg,1280,720,bottle,248,208,1056,486
12432-16322-30473.jpg,1280,720,chip,323,3,1086,555
12456-4660-13803.jpg,1280,720,bottle,351,92,577,567
12467-10380-31413.jpg,1280,720,tray,210,75,872,568
1247-23093-23619.jpg,1280,720,tray,378,229,871,621
12475-22959-21950.jpg,1280,720,chip,283,145,978,591
12478-30125-4479.jpg,1280,720,can,340,155,636,598
12486-31255-2349.jpg,1280,720,can,543,4,917,664
12496-31167-16989.jpg,1280,720,can,439,158,731,688
12498-21556-27709.jpg,1280,720,chip,189,2,1198,457
125-29392-31152.jpg,1280,720,chip,264,1,885,533
12504-14530-11662.jpg,1280,720,tray,419,162,789,462
12505-15839-12487.jpg,1280,720,can,392,127,645,505
12515-9049-20168.jpg,1280,720,chip,133,85,713,613
12523-7709-26753.jpg,1280,720,tray,217,7,1193,487
1253-12236-9301.jpg,1280,720,chip,138,50,800,569
1254-18337-12679.jpg,1280,720,bottle,185,31,933,479
12552-8595-8703.jpg,1280,720,chip,124,175,1006,720
12556-15820-10255.jpg,1280,720,tray,70,3,947,528
12559-2058-17351.jpg,1280,720,chip,232,70,833,655
12567-26470-17029.jpg,1280,720,can,442,440,804,720
12582-24650-8774.jpg,1280,720,chip,71,2,789,597
12586-12075-12221.jpg,1280,720,bottle,224,132,1101,450
12586-18511-4480.jpg,1280,720,chip,444,31,1012,504
126-30792-31952.jpg,1280,720,bottle,409,14,645,676
12601-12844-7773.jpg,1280,720,can,230,130,757,517
12609-27679-29913.jpg,1280,720,can,178,163,1097,639
12609-8454-29052.jpg,1280,720,bottle,69,155,1001,463
12621-5181-16402.jpg,1280,720,tray,312,117,849,486
12626-16976-20532.jpg,1280,720,can,498,198,821,539
1263-4969-1926.jpg,1280,720,chip,219,12,964,555
12631-26170-15310.jpg,1280,720,bottle,424,65,666,659
12637-24542-6122.jpg,1280,720,chip,173,39,945,619
12637-27118-26401.jpg,1280,720,bottle,328,255,1141,569
12640-16622-7301.jpg,1280,720,tray,501,144,875,422
12651-3607-30680.jpg,1280,720,tray,38,50,1004,506
12670-620-7907.jpg,1280,720,can,389,155,686,622
12673-30362-7137.jpg,1280,720,can,415,146,744,684
12682-2777-21318.jpg,1280,720,bottle,513,113,824,662
12691-28716-14999.jpg,1280,720,tray,155,143,1187,580
12701-25235-3164.jpg,1280,720,can,378,66,883,616
12707-20688-2602.jpg,1280,720,chip,229,81,980,623
12722-31017-24206.jpg,1280,720,chip,123,13,836,651
12735-5773-23299.jpg,1280,720,can,232,124,725,568
12736-3042-9408.jpg,1280,720,chip,214,22,890,593
12737-29678-21127.jpg,1280,720,can,570,22,902,616
12739-10380-14568.jpg,1280,720,bottle,316,54,596,660
12740-1611-15073.jpg,1280,720,bottle,525,11,748,591
12744-11236-19616.jpg,1280,720,tray,277,154,620,433
12756-30170-7398.jpg,1280,720,bottle,535,57,747,610
12757-21359-23969.jpg,1280,720,bottle,332,121,1096,562
12757-24881-31649.jpg,1280,720,chip,92,89,802,645
12758-8530-2757.jpg,1280,720,chip,386,28,864,621
12759-29252-15281.jpg,1280,720,chip,216,15,800,580
12767-8368-146.jpg,1280,720,can,542,204,1057,584
12776-18251-4766.jpg,1280,720,chip,80,67,636,657
12789-26503-8689.jpg,1280,720,tray,251,136,883,570
12801-387-15472.jpg,1280,720,can,204,143,830,635
1282-3235-20562.jpg,1280,720,bottle,333,131,809,667
12839-26353-4481.jpg,1280,720,tray,323,51,860,581
12840-24024-24670.jpg,1280,720,can,198,220,947,657
12848-3486-12008.jpg,1280,720,can,465,15,805,624
12851-25727-29220.jpg,1280,720,chip,244,15,896,621
12853-6560-32682.jpg,1280,720,chip,350,82,824,617
12866-10166-9535.jpg,1280,720,chip,113,7,1094,556
1287-5882-1406.jpg,1280,720,chip,231,55,847,645
12878-31924-21345.jpg,1280,720,chip,215,36,851,539
12880-18310-2532.jpg,1280,720,can,356,204,1054,615
12886-16938-2499.jpg,1280,720,chip,236,139,961,528
12887-14789-24026.jpg,1280,720,chip,219,72,1019,632
12902-27334-13788.jpg,1280,720,can,218,92,947,577
12902-9662-29359.jpg,1280,720,bottle,516,18,803,606
12911-25425-27947.jpg,1280,720,chip,366,151,1066,667
12925-9491-22058.jpg,1280,720,can,295,2,680,720
12938-11241-662.jpg,1280,720,bottle,642,65,865,592
12942-26400-653.jpg,1280,720,can,366,73,711,685
12958-6764-15952.jpg,1280,720,chip,236,2,1003,450
1296-1156-3013.jpg,1280,720,chip,181,74,1119,441
12974-24675-17508.jpg,1280,720,can,201,236,629,656
12987-10892-4793.jpg,1280,720,chip,372,33,934,586
12992-19903-22228.jpg,1280,720,chip,311,139,1078,519
12993-3597-20787.jpg,1280,720,bottle,505,21,743,634
12993-7830-14300.jpg,1280,720,chip,148,124,1149,449
12999-22560-30779.jpg,1280,720,can,302,10,746,666
13-2315-883.jpg,1280,720,chip,140,19,766,486
13019-29995-2167.jpg,1280,720,tray,555,65,906,392
13022-27587-32022.jpg,1280,720,chip,219,169,872,626
